NU_SO_EC;CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;ENDEREÇO;COMPLEMENTO_ENDERECO;CIDADE;UF;CEP;DDD_01;FONE_01;FONE_02;PROPRIETARIO_01;MCC;DESCRICAO_MCC;VISITA SOLICITADA EM;address.postal_code;address.type;address.full_name;address.number;address.complement;address.reference;address.district;address.city;address.state;address.country
1000175186;65.676.470.000.115;COMERCIO DE ALIMENTOS JAGUARE LT;SALAMINHO E CIA.;AV PRESIDENTE ALTINO 707;JAGUARE;SAO PAULO;SP;5323001;11;37688385;37688496;ADEMIR QUINTINO BORGES;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;5323001;;AV PRESIDENTE ALTINO 707;;JAGUARE;;;SAO PAULO;SP;BRASIL
1000178746;60.830.627.000.100;AUTO POSTO BAURU LTDA;AUTO POSTO BAURU;R CAYOWAA 45;PERDIZES;SAO PAULO;SP;5018000;11;45080030;0;JORGE BENJAMIM ABDUCH;5541;Postos de Gasolina;17/06/2019 - SOFIE;5018000;;R CAYOWAA 45;;PERDIZES;;;SAO PAULO;SP;BRASIL
1000227844;58.218.884.000.135;ROT E CASA CARN MARIA CAND LT ME;CASA CARNE MA CANDIDA;R MARIA CANDIDA 964;VILA GUILHERME;SAO PAULO;SP;2071001;11;29094553;22182423;DURVAL FIRMO DE BARROS;5422;Comidas Congeladas;17/06/2019 - SOFIE;2071001;;R MARIA CANDIDA 964;;VILA GUILHERME;;;SAO PAULO;SP;BRASIL
1008010267;67.671.933.000.343;FIORETTA COM PROD ALIM LTDA;FIORETTA;R IGUATEMI 269;ITAIM BIBI;SAO PAULO;SP;1451011;11;32840645;30831291;NELSON AUGUSTO CORREA;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;1451011;;R IGUATEMI 269;;ITAIM BIBI;;;SAO PAULO;SP;BRASIL
1000227917;67.671.933.000.181;FIORETTA COM PROD ALIM LTDA;FIORETTA;AL JAU 473;JARDIM PAULISTA;SAO PAULO;SP;1420001;11;32840645;32848390;ANA FABIOLA DE SOUSA FERREIRA;5462;Padarias;17/06/2019 - SOFIE;1420001;;AL JAU 473;;JARDIM PAULISTA;;;SAO PAULO;SP;BRASIL
1095771644;67.671.933.000.181;FIORETTA COM DE PROD ALIMENTICIO;FIORETTA;ALAMEDA JAU 473;JARDIM PAULISTA;SAO PAULO;SP;1420000;11;32840645;32848390;ANA FABIOLA DE SOUSA FERREIRA;5462;Padarias;17/06/2019 - SOFIE;1420000;;ALAMEDA JAU 473;;JARDIM PAULISTA;;;SAO PAULO;SP;BRASIL
1000238633;1.184.473.000.159;MAXI LOJA E CONVENIENCIA LTDA;AM PM CONVENIENCIA;R JOSE MARIA LISBOA 756;JD PAULISTA JARDIM PAULISTA;SAO PAULO;SP;1423000;11;38848688;38848942;FERNANDO FARKOUH;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;1423000;;R JOSE MARIA LISBOA 756;;JD PAULISTA JARDIM PAULISTA;;;SAO PAULO;SP;BRASIL
1000316642;61.362.083.000.153;POSTO DE SERV SAO DONATO LTDA;POSTO SAO DONATO-SHELL;R ANHAIA 1092;BOM RETIRO;SAO PAULO;SP;1130000;11;32215647;33336715;JEFERSON ROGERIO TADASHI XAVIER;5541;Postos de Gasolina;17/06/2019 - SOFIE;1130000;;R ANHAIA 1092;;BOM RETIRO;;;SAO PAULO;SP;BRASIL
1000342163;53.369.534.000.156;VISAO AUTO POSTO LTDA;VISAO AUTO POSTO;LRG UBIRAJARA 22;BELENZINHO;SAO PAULO;SP;3172080;11;22922058;26946533;HELIO PIRANI FIORIN;5541;Postos de Gasolina;17/06/2019 - SOFIE;3172080;;LRG UBIRAJARA 22;;BELENZINHO;;;SAO PAULO;SP;BRASIL
1000365325;55.095.228.000.102;PEG SKENT CONGELADOS LTDA;PEG SKENT CONGELADOS;R RAMOS BATISTA 350;VL OLIMPIA VILA OLIMPIA;SAO PAULO;SP;4552020;11;38454538;96128155;RENATA PINTO GIUDICE BENTIVEGNA;5451;Laticínios;17/06/2019 - SOFIE;4552020;;R RAMOS BATISTA 350;;VL OLIMPIA VILA OLIMPIA;;;SAO PAULO;SP;BRASIL
1000367425;45.542.768.000.125;CM AUTO POSTO LTDA;CM AUTO POSTO;R BRIGADEIRO HAROLDO VELOSO 501;ITAIM BIBI CHACARA ITAIM;SAO PAULO;SP;4533080;11;30711313;30711313;CARLOS ALBERTO GORGUEIRA;5541;Postos de Gasolina;17/06/2019 - SOFIE;4533080;;R BRIGADEIRO HAROLDO VELOSO 501;;ITAIM BIBI CHACARA ITAIM;;;SAO PAULO;SP;BRASIL
1000391873;48.917.702.000.160;PANIF E CONF FLORESTAL LTDA;PANIF CONF FLORESTAL;R MARIA AMALIA LOPES AZEVEDO 611;VILA ALBERTINA;SAO PAULO;SP;2350012;11;22047297;26150835;ARMENIO SOARES FERREIRA;5462;Padarias;17/06/2019 - SOFIE;2350012;;R MARIA AMALIA LOPES AZEVEDO 611;;VILA ALBERTINA;;;SAO PAULO;SP;BRASIL
1000413885;910.756.000.178;COMERCIO IND J J R LTDA;J J R CARNES;R AURIVERDE 1100;VL INDEPENDENCIA VILA INDEPENDENCIA;SAO PAULO;SP;4222001;11;20631432;20631432;FERNANDO ZAMBELLI RODRIGUES;5422;Comidas Congeladas;17/06/2019 - SOFIE;4222001;;R AURIVERDE 1100;;VL INDEPENDENCIA VILA INDEPENDENCIA;;;SAO PAULO;SP;BRASIL
1000441277;60.844.149.000.189;AUTO POSTO PIRITUBA LTDA;AUTO POSTO PIRITUBA;AV MUTINGA 1295;JD STO ELIAS JARDIM SANTO ELIAS;SAO PAULO;SP;5110000;11;39043529;997217000;GERSON GARUTTI;5541;Postos de Gasolina;17/06/2019 - SOFIE;5110000;;AV MUTINGA 1295;;JD STO ELIAS JARDIM SANTO ELIAS;;;SAO PAULO;SP;BRASIL
1000479800;58.807.348.000.175;YORIAKI HIRAYAMA ACOUGUE ME;BELA VISTA CARNES;AV MOM SR AGNELO 370;VL PROGRESSO ZONA LESTE;SAO PAULO;SP;8240670;11;20520142;0;YORIAKI HIRAYAMA;5422;Comidas Congeladas;17/06/2019 - SOFIE;8240670;;AV MOM SR AGNELO 370;;VL PROGRESSO ZONA LESTE;;;SAO PAULO;SP;BRASIL
1000514584;69.327.492.000.120;CENTRO AUTOM VILA FORMOSA LTDA;CENTRO AUT.VL.FORMOSA;AV DOUTOR EDUARDO COTCHING 2203;VILA FORMOSA;SAO PAULO;SP;3356001;11;23738457;23738457;ANTONIO TUPAM NETO;5541;Postos de Gasolina;17/06/2019 - SOFIE;3356001;;AV DOUTOR EDUARDO COTCHING 2203;;VILA FORMOSA;;;SAO PAULO;SP;BRASIL
1000519829;74.692.666.000.194;CHOCOLATARIA SABOR DE GRAMADO LT;CHOCOLATES ARIANE-BUTANTA;AV PRF FRANCISCO MORATO LJ 41 2718;BUTANTA;SAO PAULO;SP;5512300;11;37213059;37212786;ANTONIO CARLOS SERIPIERE;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;5512300;;AV PRF FRANCISCO MORATO 2718  LJ 41;;BUTANTA;;;SAO PAULO;SP;BRASIL
1000521149;61.355.665.000.102;PANIFICADORA NOVA ORIGINAL LTDA;NOVA ORIGINAL;AV SANTO AMARO 1215;VILA NOVA CONCEICAO;SAO PAULO;SP;4505001;11;30451530;30451530;LAERTE VENTURA;5462;Padarias;17/06/2019 - SOFIE;4505001;;AV SANTO AMARO 1215;;VILA NOVA CONCEICAO;;;SAO PAULO;SP;BRASIL
1000535514;43.368.281.000.142;AUTO POSTO BUG LTDA;AUTO POSTO BUG;R FRANCISCO TRAMONTANO 207;REAL PARQUE;SAO PAULO;SP;5686010;11;37588202;37915664;BEATRIZ GARCIA CARDEAL;5541;Postos de Gasolina;17/06/2019 - SOFIE;5686010;;R FRANCISCO TRAMONTANO 207;;REAL PARQUE;;;SAO PAULO;SP;BRASIL
1000577764;67.558.866.000.193;CASA DE CARNE KELLE LTDA;KELLE CARNES;R ANTONIO PINTO VIEIRA 94;VL ESPANHOLA VILA ESPANHOLA;SAO PAULO;SP;2566000;11;22392630;11111111;EDENIR ALEGRE BREDA;5422;Comidas Congeladas;17/06/2019 - SOFIE;2566000;;R ANTONIO PINTO VIEIRA 94;;VL ESPANHOLA VILA ESPANHOLA;;;SAO PAULO;SP;BRASIL
1000586690;61.521.449.000.190;AUTO POSTO CARIBE LTDA;AUTO POSTO CARIBE;AV SAPOPEMBA 1790;VL REGENTE FEIJO;SAO PAULO;SP;3345000;11;67034110;67419824;FRANCISCO DE SOUZA REGO;5541;Postos de Gasolina;17/06/2019 - SOFIE;3345000;;AV SAPOPEMBA 1790;;VL REGENTE FEIJO;;;SAO PAULO;SP;BRASIL
1000655960;61.800.777.000.125;AUTO POSTO PAES DE BARROS LTDA;AUTO POSTO PAES DE BAR;AV PAES DE BARROS 1064;MOOCA;SAO PAULO;SP;3114000;11;26050590;0;DIEGO SANTIAGO CALDO;5541;Postos de Gasolina;17/06/2019 - SOFIE;3114000;;AV PAES DE BARROS 1064;;MOOCA;;;SAO PAULO;SP;BRASIL
1000656257;61.699.179.000.101;POSTO JENNER LTDA;POSTO JENNER-SHELL;R BUENO DE ANDRADE 435;ACLIMACAO;SAO PAULO;SP;1526000;11;32085762;32701992;PASCHOAL ANTONIO DAURIA;5541;Postos de Gasolina;17/06/2019 - SOFIE;1526000;;R BUENO DE ANDRADE 435;;ACLIMACAO;;;SAO PAULO;SP;BRASIL
1000658047;43.853.902.000.183;JET AUTO POSTO LTDA;JET AUTO POSTO;R JACINTO JOSE DE ARAUJO 23;PARQUE SAO JORGE;SAO PAULO;SP;3087020;11;29411978;967921807;CLAUDIO LUIZ RODRIGUES TAO;5541;Postos de Gasolina;17/06/2019 - SOFIE;3087020;;R JACINTO JOSE DE ARAUJO 23;;PARQUE SAO JORGE;;;SAO PAULO;SP;BRASIL
1000669634;62.979.158.000.102;MERCADO AM RODRIGUES LTDA;MERCADO AM RODRIGUES;AV SAO MIGUEL 5230;JD COTINHA JARDIM COTINHA;SAO PAULO;SP;3870100;11;26220473;982019651;LUIZ GUSTAVO PATRICIO;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;3870100;;AV SAO MIGUEL 5230;;JD COTINHA JARDIM COTINHA;;;SAO PAULO;SP;BRASIL
1000686601;47.510.342.000.115;ALAMBIQUE COM DE BEBIDAS LTDA;PONTO DO CHURASQUINHO;RUA GUIRATINGA 283;CHACARA INGLESA;SAO PAULO;SP;4141000;11;22751903;973121481;ILDA GOMES RIBEIRO;5451;Laticínios;17/06/2019 - SOFIE;4141000;;RUA GUIRATINGA 283;;CHACARA INGLESA;;;SAO PAULO;SP;BRASIL
1000707250;48.770.051.000.129;MIRACATU AUTO POSTO LTDA;MIRACATU AUTO POSTO;R MATIAS AIRES 341;CONSOLACAO;SAO PAULO;SP;1309020;11;32568467;32315086;ALFREDO FERNANDO GOMES;5541;Postos de Gasolina;17/06/2019 - SOFIE;1309020;;R MATIAS AIRES 341;;CONSOLACAO;;;SAO PAULO;SP;BRASIL
1000717221;47.026.414.000.153;CASA DE CARNES IRENE LTDA;CASA DE CARNES UNIAO;R MANAIAS 215;PRQ DA VILA PRUDENTE PARQUE DA VILA PRUDENTE;SAO PAULO;SP;3140040;11;23418309;23414364;IRENE RODRIGUES LAUDI;5422;Comidas Congeladas;17/06/2019 - SOFIE;3140040;;R MANAIAS 215;;PRQ DA VILA PRUDENTE PARQUE DA VILA PRUDENTE;;;SAO PAULO;SP;BRASIL
1000723108;67.490.235.000.180;COM DE CARNES FRIGOCRIS LTDA;BOI BRILHANTE;R HIPOLITO DE CAMARGO 2;VL LOURDES VILA LOURDES;SAO PAULO;SP;8410030;11;25579734;39872737;SANDOVAL PEREIRA DE CARVALHO;5422;Comidas Congeladas;17/06/2019 - SOFIE;8410030;;R HIPOLITO DE CAMARGO 2;;VL LOURDES VILA LOURDES;;;SAO PAULO;SP;BRASIL
1000725305;62.606.249.000.100;POSTO DE SERVICOS MODELO LTDA;POSTO DE SERVICOS MODE;R SCHILLING 213;VILA LEOPOLDINA;SAO PAULO;SP;5302000;11;40515904;40515904;JOSE BASILIO MACHADO;5541;Postos de Gasolina;17/06/2019 - SOFIE;5302000;;R SCHILLING 213;;VILA LEOPOLDINA;;;SAO PAULO;SP;BRASIL
1000735165;65.399.602.000.109;BOMBONIERI FERREIRAS LTDA;BOMBONIERI FERREIRAS;R HERBART 47;BOX 89 90 91 LAPA;SAO PAULO;SP;5072902;11;38346279;986454292;LUCINDA PRIOSTE BATISTA;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;5072902;;R HERBART 47;;BOX 89/90/91 LAPA;;;SAO PAULO;SP;BRASIL
1000741874;52.755.915.000.100;COMERCIO DE CARNES SAPOPEMBA LTD;COM CARNES SAPOPEMBA;AV DOS METALURGICOS 2193;CIDADE TIRADENTES;SAO PAULO;SP;8471002;11;22821416;73437042;ANTONIO GOMES FONSECA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;8471002;;AV DOS METALURGICOS 2193;;CIDADE TIRADENTES;;;SAO PAULO;SP;BRASIL
1000743109;68.146.976.000.100;COM CEREAIS QUATRO ESTRELAS LTME;COM CEREAIS QUATRO ESTRELAS;R HERBART 47;BOX 107 MERCADO MUNICIPAL LAPA;SAO PAULO;SP;5072902;11;38315501;36454064;IDALINA DA CONCEICAO COELHO;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;5072902;;R HERBART 47;;BOX 107  LAPA;MERCADO MUNICIPAL;;SAO PAULO;SP;BRASIL
1000745071;61.264.917.000.198;AUTO POSTO THABOR LTDA;AUTO POSTO THABOR;R TABOR 217;IPIRANGA;SAO PAULO;SP;4202020;11;29146441;20615585;VALENTINO JOSE NAIME ZAMBONE;5541;Postos de Gasolina;17/06/2019 - SOFIE;4202020;;R TABOR 217;;IPIRANGA;;;SAO PAULO;SP;BRASIL
1000799597;49.384.472.000.184;MERCADINHO KM VINTE E CINCO LTDA;MERCADINHO KM 25;AV  PIERO TRICCA 25;JARDIM SANTA FE (ZONA OESTE);SAO PAULO;SP;5271240;11;39166179;39166258;AMERICO LHUTARO MIYAI;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;5271240;;AV  PIERO TRICCA 25;;JARDIM SANTA FE;;;SAO PAULO;SP;BRASIL
1000814340;61.586.632.000.173;SANTA TEREZA PAES E DOCES LTDA;SANTA TEREZA PAES E DO;PC DOUTOR JOAO MENDES 150;CENTRO;SAO PAULO;SP;1501000;11;31051793;32411735;JULIANA MATURANA;5462;Padarias;17/06/2019 - SOFIE;1501000;;PC DOUTOR JOAO MENDES 150;;CENTRO;;;SAO PAULO;SP;BRASIL
1000839319;68.888.122.000.108;NOVA BRAZ LEME PAES E DOCES LTDA;GRAN ROYALLE;AV BRAZ LEME 2327;/2335 SANTANA;SAO PAULO;SP;2022010;11;29591519;66327720;DOMINGOS S P VARGAS;5462;Padarias;17/06/2019 - SOFIE;2022010;;AV BRAZ LEME 2327;;SANTANA;;;SAO PAULO;SP;BRASIL
1000840490;1.062.720.000.144;BANDEIRANTES VI PAES E DOCES LTD;BANDEIRANTES VI;R PRF GUILHERME BEL SABINO 903;CAMPININHA ALTURA DO N900;SAO PAULO;SP;4678000;11;56318585;56319344;AMARO VIVEIROS TEXEIRA;5462;Padarias;17/06/2019 - SOFIE;4678000;;R PRF GUILHERME BEL SABINO 903;;CAMPININHA;;;SAO PAULO;SP;BRASIL
1000877253;62.972.492.000.134;POSTO BOLA PESADA LTDA;POSTO BOLA PESADA-SHELL;AV MOREIRA GUIMARAES 700;INDIANOPOLIS;SAO PAULO;SP;4074020;11;50556744;50557364;LUIZ AUGUSTO FREITAS DA SILVEIRA;5541;Postos de Gasolina;17/06/2019 - SOFIE;4074020;;AV MOREIRA GUIMARAES 700;;INDIANOPOLIS;;;SAO PAULO;SP;BRASIL
1000878284;96.636.147.000.141;GIGANTE IMIGRANTES AUTO POSTO LT;GIGANTE DA IMIGRANTES-;AV PROFESSOR ABRAAO DE MORAIS 1180;SAUDE;SAO PAULO;SP;4123001;11;50798080;0;MARIA GUILHERME FUOCO;5541;Postos de Gasolina;17/06/2019 - SOFIE;4123001;;AV PROFESSOR ABRAAO DE MORAIS 1180;;SAUDE;;;SAO PAULO;SP;BRASIL
1000991382;74.214.404.000.114;DOCERIA FANI LTDA ME;DOCERIA FANI;R ITINGUCU 697;VL RE VILA RE;SAO PAULO;SP;3658010;11;23076358;0;FABIO FRANCISCO SANTANA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;3658010;;R ITINGUCU 697;;VL RE VILA RE;;;SAO PAULO;SP;BRASIL
1001042350;54.658.810.000.169;COM CARNES E ROT NOVA GUSMAO LTD;COMERCIO DE CARNES NOVA GUSMAO;R CUMAI 17;VL ESPERANCA VILA ESPERANCA;SAO PAULO;SP;3649040;11;26825250;96214890;ELIANE EVARISTO DA SILVA;5422;Comidas Congeladas;17/06/2019 - SOFIE;3649040;;R CUMAI 17;;VL ESPERANCA VILA ESPERANCA;;;SAO PAULO;SP;BRASIL
1084612400;49.495.773.000.185;AUTO POSTO ESTRELA DO LESTE LTDA;POSTO ESTRELA DO LESTE;R GALILEU MENON 95;ARTUR ALVIM;SAO PAULO;SP;3567010;11;27420156;0;FLAVIO HENRIQUE MARTINELLI MORAE;5541;Postos de Gasolina;17/06/2019 - SOFIE;3567010;;R GALILEU MENON 95;;ARTUR ALVIM;;;SAO PAULO;SP;BRASIL
1001133533;981.437.000.153;CENTER CARNES PERI PERI LTDA;CENTER CARNES PERI PERI;AV MINISTRO LAUDO FERREIRA DE CAMARGO 388;JD PERI PERI JARDIM PERI PERI;SAO PAULO;SP;5537000;11;37444940;37468631;MARCIA SATOMI FUKUE FUKUSHIRO;5422;Comidas Congeladas;17/06/2019 - SOFIE;5537000;;AV MINISTRO LAUDO FERREIRA DE CAMARGO 388;;JD PERI PERI JARDIM PERI PERI;;;SAO PAULO;SP;BRASIL
1001204368;52.650.660.000.111;PAO PAO PANIF E CONFEITARIA LT;PAO PAO;AV SARGENTO GERALDO SANT ANA 607;JD TAQUARAL JARDIM TAQUARAL;SAO PAULO;SP;4674225;11;56875368;0;AIRTON CANDIDO DA SILVA;5462;Padarias;17/06/2019 - SOFIE;4674225;;AV SARGENTO GERALDO SANT ANA 607;;JD TAQUARAL JARDIM TAQUARAL;;;SAO PAULO;SP;BRASIL
1001227902;944.474.000.191;COM CARNES CHEGA MAIS CARRAO LME;CENTER CARNES CHEGA MAIS;R TAMAINDE 817;VILA NOVA MANCHESTER;SAO PAULO;SP;3444000;11;20981852;20922172;CELSO ALBERTO COLMONERO;5422;Comidas Congeladas;17/06/2019 - SOFIE;3444000;;R TAMAINDE 817;;VILA NOVA MANCHESTER;;;SAO PAULO;SP;BRASIL
1001248420;56.729.346.000.180;ORQUIDEA PALACE PAES E DOCES;ORQUIDEA PALACE PAES E DOCES;R CONSELHEIRO FURTADO 1187;LIBERDADE;SAO PAULO;SP;1511001;11;32080942;32776544;ANTONIO MENDES FERNANDES;5462;Padarias;17/06/2019 - SOFIE;1511001;;R CONSELHEIRO FURTADO 1187;;LIBERDADE;;;SAO PAULO;SP;BRASIL
1103856526;56.729.346.000.180;ORQUIDEA PALACE PAES E DOCES LTD;ORQUIDEA PALACE;R. CNSO FURTADO 1187;LIBERDADE;SAO PAULO;SP;1511001;11;32080942;32776544;AMANCIO CARDOSO PINTO;5462;Padarias;17/06/2019 - SOFIE;1511001;;R. CNSO FURTADO 1187;;LIBERDADE;;;SAO PAULO;SP;BRASIL
1001248438;1.826.810.000.164;QUINTAS DO MORUMBI PAES E DOCES;QUINTAS DO MORUMBI;R NILZA MEDEIROS MARTINS 163;JARDIM COLOMBO;SAO PAULO;SP;5628010;11;37430480;35012477;ERIVALDO SANTIAGO SANTANA;5462;Padarias;17/06/2019 - SOFIE;5628010;;R NILZA MEDEIROS MARTINS 163;;JARDIM COLOMBO;;;SAO PAULO;SP;BRASIL
1001315712;66.779.240.000.144;AUTO POSTO BILL LTDA;AUTO POSTO BILL;R FONTOURA XAVIER 1127;ITAQUERA;SAO PAULO;SP;8295300;11;22866247;992314785;RONEY FERRAZ DE MELLO;5541;Postos de Gasolina;17/06/2019 - SOFIE;8295300;;R FONTOURA XAVIER 1127;;ITAQUERA;;;SAO PAULO;SP;BRASIL
1001336779;58.944.455.000.145;ANTONIO FERNANDO M AVICOLA ME;APETITE FRANGO;R JOAO RAMALHO 1228;PERDIZES;SAO PAULO;SP;5008002;11;36736651;991825909;ANTONIO FERNANDO DE MENDONCA;5451;Laticínios;17/06/2019 - SOFIE;5008002;;R JOAO RAMALHO 1228;;PERDIZES;;;SAO PAULO;SP;BRASIL
1001359035;49.698.442.000.142;CLAUDEMIR LUIZ ME;ROTISSERIE E LATI J 90;R ITAPIJI 151;VL LIBANESA;SAO PAULO;SP;3193010;11;29654489;85764546;CLAUDEMIR LUIZ;5451;Laticínios;17/06/2019 - SOFIE;3193010;;R ITAPIJI 151;;VL LIBANESA;;;SAO PAULO;SP;BRASIL
1062630022;62.960.299.000.264;MERCEARIA LIVIERO LTDA;MERCEARIA LIVIERO;AV CARLOS LIVIERO 1254;VILA LIVIERO;SAO PAULO;SP;4186100;11;23318050;993730761;ALBERTO MACOTO KIMURA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;4186100;;AV CARLOS LIVIERO 1254;;VILA LIVIERO;;;SAO PAULO;SP;BRASIL
1001396011;43.060.169.000.140;BANRI COMERCIAL LTDA;BANRI COMERCIAL;R GALVAO BUENO 160;LIBERDADE;SAO PAULO;SP;1506000;11;32087232;32087232;LIN SUNG CHI;5812;Restaurantes;17/06/2019 - SOFIE;1506000;;R GALVAO BUENO 160;;LIBERDADE;;;SAO PAULO;SP;BRASIL
1001417914;71.605.216.000.129;PAGANELLA PIZZARIA LTDA ME;PAGANELLA PIZZARIA;AV PAULA FERREIRA 2734;PIRITUBA;SAO PAULO;SP;2916000;11;39977236;975858859;EDNA MARIA SILVA AGUIAR;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;2916000;;AV PAULA FERREIRA 2734;;PIRITUBA;;;SAO PAULO;SP;BRASIL
1001459374;66.124.348.000.107;CENTER CARNES NOVA M G LTDA ME;CENTER CARNES NOVA M G;AV PADRE ESTANISLAU DE CAMPOS 475;LJ F COOAB 1 CJ HAB PE MANOEL DA CJ HAB PADRE MANO;SAO PAULO;SP;3590060;11;27410452;27439626;LUIS ALENCAR DE SOUSA;5422;Comidas Congeladas;17/06/2019 - SOFIE;3590060;;AV PADRE ESTANISLAU DE CAMPOS 475;;LJ F COHAB 1 CJ HAB PE MANOEL DA;;;SAO PAULO;SP;BRASIL
1001478026;47.240.775.000.106;COCO CRAVO E CANELA CONFEIT LT;COCO CRAVO E CANELA;R CARDEAL ARCOVERDE 1942;PINHEIROS;SAO PAULO;SP;5408002;11;30329505;38128700;MARCEL MAFFEI;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;5408002;;R CARDEAL ARCOVERDE 1942;;PINHEIROS;;;SAO PAULO;SP;BRASIL
1083787079;1.358.269.000.107;MARSALLA COM DE CARNES EIRELI ME;MARSALLA COM CARNES;R JOSE ALBUQUERQUE MEDEIROS  169;AGUA FRIA;SAO PAULO;SP;2336000;11;29916181;29533701;DAYSE DE VINCENZO;5422;Comidas Congeladas;17/06/2019 - SOFIE;2336000;;R JOSE ALBUQUERQUE MEDEIROS  169;;AGUA FRIA;;;SAO PAULO;SP;BRASIL
1001538720;60.812.138.000.117;MINI MERCADO ANDRADE LTDA ME;MINI MERCADO ANDRADE;R DOUTOR NELSON MADUREIRA 195;VL NHOCUNE VILA NHOCUNE;SAO PAULO;SP;3560000;11;27490258;27433050;LUIS DONIZETI ANDRADE;5462;Padarias;17/06/2019 - SOFIE;3560000;;R DOUTOR NELSON MADUREIRA 195;;VL NHOCUNE VILA NHOCUNE;;;SAO PAULO;SP;BRASIL
1001577571;53.754.859.000.152;CASA DE CARNES KI PRECO LTDA;CASA DE CARNES KI PREC;AV INCONFIDENCIA MINEIRA 922;VILA RICA;SAO PAULO;SP;3911000;11;27248555;78095557;MARIO CARVALHO AZEVEDO;5422;Comidas Congeladas;17/06/2019 - SOFIE;3911000;;AV INCONFIDENCIA MINEIRA 922;;VILA RICA;;;SAO PAULO;SP;BRASIL
1001635172;62.991.740.000.194;GIPIRES POSTO DE SERVICO LTDA;GIPIRES POSTO SERV-SHELL;AV CASA VERDE 2971;CASA VERDE;SAO PAULO;SP;2519200;11;39655504;0;CARLOS ALBERTO MENDES VERDASCA;5541;Postos de Gasolina;17/06/2019 - SOFIE;2519200;;AV CASA VERDE 2971;;CASA VERDE;;;SAO PAULO;SP;BRASIL
1001659853;56.805.351.000.124;LETICIA PAES E DOCES LTDA;LETICIA I;R CERRO CORA 748;VL ROMANA VILA ROMANA;SAO PAULO;SP;5061100;11;30215258;30214642;AMILCAR 103 SANTOS;5462;Padarias;17/06/2019 - SOFIE;5061100;;R CERRO CORA 748;;VL ROMANA VILA ROMANA;;;SAO PAULO;SP;BRASIL
1001674232;43.286.129.000.110;HAWAI AUTO POSTO LTDA;HAWAI AUTO POSTO-SHELL;AV ERMANO MARCHETTI 800;AGUA BRANCA;SAO PAULO;SP;5038000;11;36113702;36119392;JOAQUIM EGIDIO DE ARRUDA;5541;Postos de Gasolina;17/06/2019 - SOFIE;5038000;;AV ERMANO MARCHETTI 800;;AGUA BRANCA;;;SAO PAULO;SP;BRASIL
1001710239;862.059.000.199;VINTEM CARNES LTDA;VINTEM CARNES;R HERBART 47;BOX 31 LAPA;SAO PAULO;SP;5072902;11;38361019;36415392;CLAUDIA DOS SANTOS GAMERO;5422;Comidas Congeladas;17/06/2019 - SOFIE;5072902;;R HERBART 47;;BOX 31 LAPA;;;SAO PAULO;SP;BRASIL
1001735452;50.602.663.000.154;COM DE CARNES CATARINO LTDA ME;CATARINO;R BENEDITA DORNELLAS CLARO 151;JD ANDARAI JARDIM ANDARAI;SAO PAULO;SP;2168020;11;22070204;78252683;ARMANDO CATARINO;5422;Comidas Congeladas;17/06/2019 - SOFIE;2168020;;R BENEDITA DORNELLAS CLARO 151;;JD ANDARAI JARDIM ANDARAI;;;SAO PAULO;SP;BRASIL
1001743064;74.372.731.000.102;DELIKATESSE V PAES E DOCES LTDA;BANDEIRANTES V PAES E;R JOSE NEVES 585;JD UMUARAMA VILA SAO PAULO;SAO PAULO;SP;4650141;11;55241401;996604127;DEUSARINA FERREIRA DE ALM MOREIR;5462;Padarias;17/06/2019 - SOFIE;4650141;;R JOSE NEVES 585;;JD UMUARAMA VILA SAO PAULO;;;SAO PAULO;SP;BRASIL
1001746993;72.758.857.000.186;MANOEL F RODRIGUES JR ACOUGUE ME;CENTER CARNES BOIZAO;AV DIOGO DA COSTA TAVARES 52;A JARDIM MARGARIDA;SAO PAULO;SP;8191000;11;36781229;36781229;MANOEL FARINHA RODRIGUES JUNIOR;5422;Comidas Congeladas;17/06/2019 - SOFIE;8191000;;AV DIOGO DA COSTA TAVARES 52;;A JARDIM MARGARIDA;;;SAO PAULO;SP;BRASIL
1001789293;53.243.648.000.155;LATICINIOS KRILLMARI LTDA ME;BUENOS FRIOS;R HERVAL 656;BELENZINHO;SAO PAULO;SP;3062000;11;26945410;26595932;ANA MENDONCA FERNANDES;5451;Laticínios;17/06/2019 - SOFIE;3062000;;R HERVAL 656;;BELENZINHO;;;SAO PAULO;SP;BRASIL
